LotArea,GrLivArea,GarageArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,TotalBsmtSF,FullBath,HalfBath,TotRmsAbvGrd,Fireplaces,GarageCars,Neighborhood,MSZoning,BldgType,HouseStyle,KitchenQual,ExterQual,Foundation,CentralAir,PavedDrive,HeatingQC,SalePrice
6721,3585,928,1,2,1989,1972,1480,3,1,10,1,2,NAmes,RM,2fmCon,2Story,TA,TA,PConc,N,Y,Gd,542310
10408,3264,861,9,6,2014,1986,568,2,0,3,1,0,Somerst,RM,2fmCon,2Story,TA,Ex,CBlock,N,Y,Gd,554421
2195,1839,789,7,3,1988,1971,897,3,1,9,2,2,NAmes,RM,1Fam,2Story,Ex,Gd,BrkTil,N,N,TA,389996
14056,567,573,7,7,2011,1993,327,2,1,5,1,2,CollgCr,RH,Duplex,1.5Fin,TA,TA,CBlock,N,N,Ex,202367
5273,3553,4,7,4,1998,1976,1911,3,1,11,0,3,CollgCr,RM,Duplex,1.5Fin,Gd,TA,CBlock,Y,Y,Ex,642802
7110,3085,914,7,8,1983,2010,1289,1,1,10,1,1,Edwards,RH,Duplex,2Story,Ex,TA,BrkTil,Y,N,Gd,535620
12886,2443,520,8,3,2008,1977,732,2,0,11,0,3,CollgCr,RH,Duplex,1.5Fin,TA,Gd,PConc,N,Y,Ex,454986
9401,2219,569,8,4,1978,1996,342,2,0,7,1,0,Somerst,RH,1Fam,1.5Fin,Gd,Gd,PConc,N,Y,Ex,396961
5212,2172,279,3,2,1974,2021,1818,3,0,10,1,1,CollgCr,FV,2fmCon,2Story,TA,Ex,BrkTil,N,Y,Gd,409596
4755,790,422,8,7,2009,1988,1390,3,1,10,2,2,Somerst,RL,Duplex,2Story,Ex,Ex,PConc,Y,Y,TA,314600
3521,1474,971,4,4,2019,2017,828,3,0,9,2,2,Edwards,RL,Duplex,2Story,Ex,Gd,PConc,N,Y,Gd,277659
7674,2571,237,7,7,1976,1968,804,1,1,5,0,2,NAmes,RL,1Fam,1Story,Gd,TA,CBlock,Y,Y,Ex,464180
3080,914,316,5,7,2017,1988,847,2,1,8,0,2,CollgCr,RL,Duplex,1.5Fin,Ex,Ex,CBlock,N,N,TA,229112
7623,1350,126,4,3,2017,1951,938,3,0,3,2,2,OldTown,RH,1Fam,2Story,TA,Gd,PConc,N,N,TA,298188
2721,3509,303,4,7,1992,1980,1852,2,1,3,1,3,OldTown,RM,Duplex,2Story,Ex,TA,PConc,Y,N,TA,598456
3562,3228,748,6,2,1986,2005,607,1,1,10,1,3,CollgCr,RL,Duplex,2Story,Gd,Gd,BrkTil,Y,Y,Ex,514629
2639,3607,730,2,6,1999,1991,716,2,1,8,2,3,OldTown,FV,Duplex,1.5Fin,Gd,Ex,CBlock,Y,N,TA,511781
6260,2648,177,5,4,1977,1980,1285,3,0,9,1,0,OldTown,RL,Duplex,1Story,Gd,Ex,CBlock,Y,N,Ex,442431
14502,1045,829,8,3,1985,2016,957,2,0,6,2,1,CollgCr,RH,Duplex,2Story,Ex,Ex,PConc,Y,Y,Gd,304408
7190,2586,489,2,7,2016,2021,342,2,0,7,2,3,Edwards,RL,2fmCon,1Story,TA,Gd,CBlock,Y,N,Ex,366916
13979,2758,436,5,6,2009,2001,447,1,1,9,2,3,CollgCr,RL,Duplex,1Story,TA,Ex,CBlock,N,N,TA,469167
5736,1241,660,7,4,1966,1959,1571,1,0,8,2,1,Edwards,RM,1Fam,1.5Fin,TA,Gd,BrkTil,N,Y,Gd,325458
9746,2314,37,5,6,2011,1960,626,1,0,8,2,1,CollgCr,RL,1Fam,2Story,Gd,Ex,BrkTil,N,Y,Gd,396342
2089,1091,629,9,3,1996,1965,571,1,1,9,2,2,Somerst,RH,2fmCon,1.5Fin,Gd,TA,PConc,N,Y,Ex,300444
13113,1249,482,9,5,1998,1991,1879,2,0,9,2,1,CollgCr,RM,2fmCon,2Story,Gd,TA,BrkTil,Y,Y,TA,384003
3251,2719,991,8,8,1972,1999,188,2,1,6,2,3,Edwards,FV,1Fam,2Story,TA,Gd,CBlock,N,N,Gd,499338
11294,1337,314,9,3,2018,2009,522,2,0,9,2,2,Somerst,RH,2fmCon,1Story,Ex,Ex,PConc,Y,Y,Gd,343678
6703,2989,483,2,1,2010,1977,123,3,0,6,0,0,CollgCr,RH,Duplex,1.5Fin,TA,TA,BrkTil,Y,Y,Ex,406219
2348,3630,96,3,7,1988,2011,989,3,0,9,0,2,OldTown,RM,Duplex,1.5Fin,Gd,TA,PConc,Y,Y,TA,546783
14105,3981,938,4,8,1972,2000,1038,3,0,4,1,0,Somerst,RH,2fmCon,1.5Fin,Gd,TA,PConc,Y,N,Ex,576535
6052,1033,16,5,4,1998,1978,720,1,0,3,1,2,NAmes,RH,Duplex,2Story,TA,TA,CBlock,N,N,Ex,267503
4941,864,836,2,8,2013,1961,733,2,1,5,0,2,OldTown,RH,2fmCon,2Story,TA,TA,BrkTil,N,Y,Ex,182203
10437,866,939,4,1,1972,1967,277,3,1,3,2,3,NAmes,RM,1Fam,2Story,Ex,TA,BrkTil,N,N,TA,216110
2271,3915,979,4,5,1965,1954,206,1,0,8,1,2,NAmes,RM,1Fam,2Story,TA,Ex,PConc,N,N,Ex,572089
4030,2273,446,5,3,1982,2021,258,3,1,11,0,1,NAmes,RM,1Fam,2Story,TA,Ex,CBlock,N,Y,Gd,363854
14690,2843,278,6,8,2000,1985,596,3,0,5,0,0,Somerst,RL,2fmCon,1Story,Ex,TA,PConc,N,N,TA,446636
9836,3912,870,1,6,1999,2000,1972,3,1,11,0,0,Edwards,RH,2fmCon,1Story,TA,Ex,PConc,Y,N,TA,572497
13379,3153,451,6,2,2015,2020,1957,2,1,3,1,3,Somerst,FV,2fmCon,1.5Fin,Gd,Ex,CBlock,N,Y,TA,579712
13698,3303,665,9,8,1979,1993,1454,1,1,4,2,1,CollgCr,RM,1Fam,1.5Fin,TA,Ex,CBlock,N,Y,Gd,607655
11657,3070,605,3,2,1984,1987,383,3,0,4,0,0,CollgCr,RL,1Fam,2Story,Ex,Gd,PConc,N,N,Ex,429536
11387,2152,943,2,6,2008,1979,1714,3,0,11,2,1,Edwards,RL,Duplex,1Story,TA,Ex,PConc,N,Y,TA,379158
13279,764,686,8,8,1976,1978,178,2,1,7,0,1,OldTown,FV,2fmCon,1Story,Gd,TA,BrkTil,Y,Y,Gd,212466
13200,1561,813,2,3,1985,1952,109,2,0,4,2,1,Edwards,RL,1Fam,1.5Fin,Ex,TA,BrkTil,Y,Y,Gd,243099
14015,2534,28,8,5,1979,1984,136,3,1,9,2,1,OldTown,FV,1Fam,1.5Fin,Ex,Ex,CBlock,Y,Y,TA,429695
9041,3702,545,4,6,2003,2021,493,1,0,7,1,1,Edwards,FV,2fmCon,2Story,TA,Gd,PConc,Y,Y,Gd,547597
7175,881,9,9,8,1985,1981,491,1,0,9,0,2,NAmes,FV,2fmCon,1.5Fin,Ex,Gd,CBlock,N,Y,Gd,270771
11806,3796,787,4,7,2010,2003,1663,2,0,5,1,1,CollgCr,RL,2fmCon,1.5Fin,Gd,Gd,PConc,N,N,Ex,608931
3126,1666,983,1,8,1982,2021,180,3,0,10,0,1,NAmes,RM,2fmCon,1Story,Ex,Ex,CBlock,Y,N,Ex,213226
6379,2978,801,8,3,2014,1989,910,2,1,5,1,0,OldTown,FV,Duplex,1.5Fin,TA,Gd,BrkTil,Y,Y,Ex,508744
10708,888,100,1,6,1951,1974,661,2,1,6,0,3,CollgCr,FV,2fmCon,1.5Fin,Ex,Gd,CBlock,Y,Y,Gd,186363
12857,2601,652,5,2,1961,2009,1699,2,1,8,0,3,Edwards,RM,Duplex,1Story,TA,Ex,BrkTil,N,N,Ex,482270
11493,2571,86,7,2,2020,2016,1206,3,0,5,0,0,Somerst,FV,Duplex,1.5Fin,Gd,Ex,BrkTil,Y,N,TA,462728
10052,894,905,3,2,1952,1976,96,2,1,8,1,2,Edwards,FV,2fmCon,1.5Fin,Ex,Ex,CBlock,Y,Y,Ex,159888
2611,3180,469,6,7,1956,1972,1199,1,1,4,1,1,OldTown,FV,1Fam,1.5Fin,Ex,TA,CBlock,Y,N,Ex,543318
2749,2666,300,1,8,1994,1961,84,2,1,11,1,3,NAmes,RL,2fmCon,2Story,TA,Gd,PConc,Y,Y,Ex,379724
3856,1482,639,6,3,1956,2015,1493,1,0,8,2,3,NAmes,FV,2fmCon,1.5Fin,TA,Ex,BrkTil,Y,Y,TA,374415
10591,3756,205,5,5,2009,1977,390,2,0,3,2,1,CollgCr,FV,Duplex,2Story,Ex,Ex,BrkTil,Y,Y,Gd,566980
3526,2739,600,2,5,1965,1965,1348,2,1,10,2,3,NAmes,FV,Duplex,1.5Fin,Gd,Ex,BrkTil,N,N,TA,433472
12216,2462,81,4,7,2010,2018,1879,2,0,9,0,1,OldTown,RM,Duplex,1.5Fin,Ex,TA,PConc,N,Y,Ex,445285
8229,3034,211,7,5,2008,1985,244,3,1,11,1,1,OldTown,FV,1Fam,1Story,Gd,Ex,PConc,N,N,TA,474615
10511,3180,118,6,7,1977,2016,897,1,0,3,0,3,CollgCr,FV,2fmCon,2Story,Ex,Ex,CBlock,Y,Y,Gd,534101
10527,1220,859,6,6,2016,1960,1557,2,1,11,2,3,OldTown,FV,1Fam,1Story,Gd,TA,CBlock,Y,Y,Ex,352299
4098,2931,135,9,7,1985,1962,837,2,1,7,0,0,Somerst,RH,2fmCon,1.5Fin,Ex,TA,CBlock,Y,N,TA,531467
9865,3359,772,2,2,1997,1958,1881,1,0,9,1,3,Edwards,RL,1Fam,1Story,TA,Ex,PConc,N,N,TA,559827
2173,2893,980,1,8,1973,2012,1840,1,0,5,0,0,Somerst,RL,Duplex,1.5Fin,Ex,Gd,PConc,N,Y,Gd,446865
14211,972,787,2,4,2011,1980,57,3,1,9,2,0,Somerst,RM,1Fam,1Story,Gd,Ex,CBlock,N,N,Ex,161781
11833,3223,376,3,6,1971,1972,578,2,1,6,2,0,NAmes,RH,2fmCon,1Story,Gd,TA,PConc,N,Y,Gd,455657
2500,2303,427,9,3,2019,2015,1208,3,0,5,2,2,Somerst,RM,2fmCon,1Story,TA,Gd,PConc,N,N,Gd,477196
5646,2475,719,9,7,1964,1968,771,1,0,3,2,3,CollgCr,RH,1Fam,1Story,TA,Ex,CBlock,Y,N,TA,505359
8219,2550,313,5,2,2019,1989,301,1,1,11,0,3,Somerst,RM,1Fam,1Story,TA,Gd,BrkTil,N,Y,Ex,423489
4363,3621,403,7,5,1995,1997,887,1,0,7,0,1,Edwards,RH,2fmCon,2Story,Ex,TA,PConc,Y,N,TA,593357
12048,1424,242,3,3,2006,1954,1647,2,1,3,1,3,NAmes,FV,1Fam,2Story,TA,TA,CBlock,N,N,Gd,313524
9540,1375,984,2,6,1964,2019,747,1,0,6,0,2,OldTown,RH,2fmCon,1Story,Gd,TA,PConc,Y,Y,Gd,232322
13344,3531,966,6,5,1963,2008,317,3,0,3,0,2,OldTown,RM,Duplex,1.5Fin,Ex,Gd,PConc,N,Y,TA,563952
3896,3782,344,6,1,2015,1972,1676,1,0,9,1,1,Somerst,RL,1Fam,2Story,Ex,Gd,PConc,N,Y,TA,650332
7759,1472,611,5,2,2011,2018,1764,3,1,5,2,1,CollgCr,RH,Duplex,1Story,Ex,TA,PConc,N,Y,Gd,337464
11910,3854,626,1,7,1976,1993,1659,3,0,5,0,0,Edwards,RL,1Fam,1Story,TA,TA,BrkTil,Y,Y,TA,573909
3778,878,841,2,5,1993,2020,1426,3,0,8,2,1,OldTown,FV,Duplex,1Story,Gd,Ex,CBlock,Y,Y,Gd,220214
14984,3897,423,7,1,1993,1976,673,2,0,11,1,1,CollgCr,RH,1Fam,1.5Fin,TA,TA,CBlock,Y,Y,Ex,625944
5057,1821,15,2,5,1974,1964,300,3,0,4,0,3,CollgCr,RH,2fmCon,2Story,Gd,TA,PConc,N,N,Gd,269258
7190,2685,515,5,8,1992,1983,560,1,1,3,1,0,Edwards,RM,Duplex,1Story,Gd,TA,CBlock,N,Y,TA,430732
8997,624,265,4,2,2019,2002,555,1,1,11,0,2,CollgCr,RM,1Fam,1.5Fin,Gd,Ex,BrkTil,Y,N,Gd,180027
12905,3481,946,1,4,2011,1955,1287,1,1,3,1,1,OldTown,RL,1Fam,1Story,Ex,Ex,CBlock,Y,Y,TA,491948
14020,3963,559,5,5,2011,1976,1417,2,1,10,0,1,CollgCr,RH,Duplex,1.5Fin,Ex,Ex,CBlock,Y,Y,Gd,639015
6747,1925,734,1,5,1974,1969,916,3,1,6,0,0,Edwards,RM,2fmCon,1Story,TA,TA,PConc,N,Y,Ex,308696
11286,979,715,3,6,1965,1972,786,1,1,11,0,1,Somerst,RL,Duplex,1Story,Gd,Gd,BrkTil,N,Y,TA,205522
2045,3972,19,9,1,1957,1951,958,3,1,4,1,0,Somerst,FV,Duplex,1.5Fin,TA,TA,CBlock,N,Y,Gd,648870
9758,3117,799,7,2,1977,1952,241,3,1,9,1,0,NAmes,RL,Duplex,2Story,Gd,Gd,CBlock,N,N,Ex,491115
11637,1885,705,2,5,2020,1973,842,2,1,5,2,0,Edwards,RH,2fmCon,1Story,Ex,Gd,CBlock,Y,N,Gd,292443
12388,2613,827,5,6,2007,1986,1032,3,0,9,1,0,CollgCr,FV,2fmCon,1Story,TA,Ex,PConc,Y,N,Gd,423071
9053,3999,10,4,6,1979,1974,58,3,0,6,1,3,OldTown,RH,1Fam,1.5Fin,Gd,TA,PConc,Y,N,TA,548147
5201,3399,19,7,3,1952,1953,1773,3,0,4,0,3,OldTown,RH,1Fam,1.5Fin,Ex,Ex,PConc,Y,N,TA,617287
2455,931,278,4,7,1994,1953,683,2,0,10,0,3,NAmes,FV,Duplex,1.5Fin,TA,Ex,CBlock,N,Y,Gd,214917
11854,2458,894,9,6,2008,2002,339,1,1,9,2,1,CollgCr,RL,Duplex,1.5Fin,Gd,TA,CBlock,Y,N,TA,449164
4924,3676,332,3,2,2018,1996,622,1,1,10,0,3,Edwards,FV,Duplex,1.5Fin,Gd,TA,CBlock,N,Y,TA,561013
9798,1612,546,6,1,2005,2020,236,2,1,6,1,0,Edwards,RH,2fmCon,1Story,TA,Gd,CBlock,Y,N,Ex,300375
2965,1100,400,5,1,1953,1999,1317,3,0,3,1,3,NAmes,RL,Duplex,1Story,Ex,TA,PConc,N,Y,Ex,303586
6964,1355,777,8,7,1974,1966,1097,2,0,5,1,1,CollgCr,RH,1Fam,1Story,Gd,Gd,CBlock,N,N,TA,328537
3528,2553,743,1,1,1996,1951,1084,3,1,6,1,0,NAmes,RH,2fmCon,2Story,Gd,Gd,BrkTil,Y,Y,Ex,372178
4976,657,37,2,2,1990,2002,885,1,1,10,2,2,OldTown,RH,Duplex,1.5Fin,TA,TA,BrkTil,Y,N,Ex,155700
5071,3950,973,7,8,1954,1965,768,3,1,7,2,3,OldTown,RM,1Fam,1.5Fin,Gd,Gd,CBlock,N,Y,Gd,650969
6869,2877,82,1,6,1988,1984,1789,3,1,9,0,1,CollgCr,FV,1Fam,1.5Fin,TA,Ex,PConc,N,N,Ex,451406
8387,1626,31,5,2,2019,1972,1052,1,1,6,0,1,OldTown,RM,2fmCon,1.5Fin,TA,Ex,BrkTil,N,N,TA,328076
4521,722,53,8,5,2021,2014,542,2,1,11,1,0,Somerst,RL,Duplex,1Story,Gd,TA,BrkTil,N,N,Gd,221016
8525,2949,736,5,1,1976,1966,1770,3,0,10,0,0,Edwards,RH,Duplex,1Story,Ex,Ex,BrkTil,N,Y,Gd,501391
3126,2206,824,5,6,1973,1993,1625,2,0,4,1,3,OldTown,RH,Duplex,2Story,TA,Ex,BrkTil,Y,Y,Gd,460866
8632,1044,618,9,1,2000,1962,915,3,1,8,1,2,NAmes,FV,2fmCon,2Story,Gd,Gd,CBlock,N,Y,TA,329806
7773,3056,984,5,6,1976,1968,1659,3,0,9,0,1,Edwards,RL,2fmCon,1.5Fin,Ex,TA,BrkTil,Y,Y,Ex,527308
9716,2731,536,1,6,1989,1977,756,3,1,3,2,1,OldTown,RM,1Fam,2Story,TA,Gd,CBlock,N,Y,Gd,396962
5404,3462,909,3,2,1964,2015,1777,2,1,10,2,2,NAmes,FV,1Fam,2Story,Gd,Ex,BrkTil,N,N,Ex,571388
6492,3658,44,5,2,1995,1995,325,1,1,7,1,0,Somerst,RH,1Fam,2Story,Ex,TA,PConc,Y,N,Ex,542849
4343,3128,939,8,3,2021,2001,1263,1,0,8,1,3,CollgCr,RH,1Fam,2Story,Ex,Ex,CBlock,N,Y,Gd,570816
2106,3951,629,2,1,1980,2019,734,3,0,11,0,1,OldTown,RM,2fmCon,1Story,Ex,Ex,BrkTil,Y,N,Ex,537901
12769,1037,293,4,6,2021,1978,1851,2,1,9,0,2,CollgCr,RH,Duplex,2Story,Ex,TA,CBlock,N,N,Gd,305247
5154,1936,124,4,2,1988,1988,1867,1,0,9,1,3,NAmes,FV,Duplex,2Story,Ex,TA,PConc,Y,Y,TA,405964
14575,3065,547,3,2,1987,2015,144,1,0,10,0,1,Edwards,RL,Duplex,2Story,TA,TA,PConc,Y,N,TA,433090
6053,3315,343,6,5,1951,1950,239,3,1,5,1,0,CollgCr,RL,Duplex,2Story,TA,Ex,PConc,Y,Y,Gd,492536
6801,2842,891,2,1,1981,1973,1651,1,0,5,0,0,NAmes,FV,1Fam,2Story,Ex,TA,PConc,N,N,Gd,441295
8139,3562,422,3,7,1997,2011,1333,1,1,4,1,2,NAmes,RL,Duplex,1Story,TA,Ex,BrkTil,N,Y,Ex,561415
7580,759,166,2,8,2004,2003,378,2,1,6,1,3,Edwards,RL,Duplex,2Story,Gd,TA,PConc,Y,N,TA,152836
2214,3955,268,8,3,2020,1985,636,2,1,4,1,0,CollgCr,RH,1Fam,2Story,TA,TA,PConc,Y,Y,Ex,619643
7400,1325,193,2,2,1995,1984,791,3,1,3,2,0,Somerst,RM,Duplex,1Story,Ex,Ex,BrkTil,Y,Y,Ex,236862
8875,3875,929,5,7,1981,1985,1989,1,1,9,2,3,NAmes,FV,2fmCon,1.5Fin,Ex,TA,CBlock,Y,Y,TA,665043
14631,815,123,4,5,1994,1994,569,2,0,4,0,1,NAmes,RM,1Fam,1Story,TA,Gd,PConc,N,Y,TA,204668
6289,1245,270,1,6,1998,1998,950,3,0,6,2,3,NAmes,RL,1Fam,1.5Fin,TA,Ex,PConc,N,N,Gd,235905
6253,1218,57,7,5,1961,1964,1554,3,1,3,1,2,OldTown,RH,Duplex,1.5Fin,TA,Gd,CBlock,Y,N,Ex,325298
10656,1600,879,6,7,1987,1964,1776,1,0,7,2,0,NAmes,FV,Duplex,2Story,TA,Ex,PConc,N,N,Ex,374432
8247,3227,58,1,4,1951,2012,1656,2,0,7,1,1,CollgCr,FV,1Fam,1.5Fin,Ex,Gd,BrkTil,Y,N,Ex,486482
8177,3401,449,9,6,2020,2019,1320,2,0,5,0,2,Edwards,RM,2fmCon,1.5Fin,TA,TA,BrkTil,N,Y,Gd,642814
9269,3950,819,4,6,1989,2014,45,2,1,4,1,0,Somerst,RM,1Fam,1.5Fin,Ex,Gd,BrkTil,N,Y,Ex,532359
4372,960,216,1,8,2011,1960,1074,1,0,8,2,0,Edwards,FV,1Fam,1Story,Gd,TA,PConc,N,N,Ex,188848
8834,3627,580,8,6,1957,1967,1121,3,1,3,0,0,OldTown,RL,1Fam,2Story,Gd,Gd,PConc,N,N,TA,614698
10783,3354,481,1,1,1968,1983,2,1,0,10,0,3,Somerst,RL,1Fam,2Story,TA,TA,BrkTil,Y,Y,Ex,455151
12380,1604,243,2,5,2011,1951,62,3,0,7,2,2,OldTown,RH,Duplex,1.5Fin,Gd,Gd,BrkTil,N,N,Ex,230492
8617,2202,102,5,3,2003,1953,421,1,1,4,1,1,OldTown,RH,1Fam,2Story,Gd,Gd,BrkTil,N,Y,TA,359790
7150,3747,516,1,1,1986,2008,1168,2,1,6,2,3,CollgCr,FV,1Fam,1.5Fin,TA,Ex,PConc,N,Y,Ex,564200
11075,3340,810,1,3,1964,1998,377,1,0,8,1,3,Somerst,FV,2fmCon,1Story,Ex,Gd,CBlock,Y,N,TA,463857
10102,3477,263,6,6,1974,1985,722,2,1,4,1,0,Somerst,RH,Duplex,1Story,TA,Ex,PConc,Y,N,Ex,537108
6158,1906,240,1,5,2013,1989,1859,1,1,3,0,1,CollgCr,FV,Duplex,1.5Fin,Ex,Gd,BrkTil,N,Y,TA,350865
9727,2696,845,5,1,1961,1967,245,2,0,5,1,1,Edwards,RL,1Fam,1Story,Gd,TA,PConc,Y,N,Gd,414135
7206,3315,860,5,5,2016,2017,249,2,1,7,0,2,OldTown,RH,Duplex,1Story,TA,Gd,CBlock,Y,N,Gd,509098
2303,3852,733,2,5,1958,1998,1086,1,1,8,0,1,NAmes,RM,Duplex,1Story,Gd,Ex,BrkTil,N,Y,TA,559654
14683,2892,830,3,5,1970,1961,588,1,0,4,1,3,NAmes,RM,2fmCon,1Story,TA,Gd,CBlock,Y,N,TA,436386
2333,2313,228,3,6,1981,1970,8,1,0,4,1,0,Somerst,RM,1Fam,2Story,Ex,TA,PConc,N,Y,Ex,338250
13025,2314,451,3,2,1955,1961,669,3,0,4,1,1,Somerst,RM,Duplex,2Story,Gd,Ex,PConc,N,N,Gd,346612
6506,3980,930,3,8,1965,1998,1987,1,0,9,2,3,NAmes,RH,1Fam,2Story,Gd,TA,PConc,Y,Y,Gd,661151
4331,2241,454,4,6,2000,1980,1047,2,0,11,1,1,Somerst,FV,Duplex,2Story,Ex,TA,CBlock,N,Y,TA,391319
6561,1473,985,1,2,1992,1986,1719,2,1,5,0,3,NAmes,FV,Duplex,2Story,TA,Gd,PConc,N,N,Ex,313862
2079,1421,543,4,7,1982,2009,1742,1,1,5,1,2,OldTown,RM,2fmCon,2Story,Ex,Ex,CBlock,Y,Y,TA,339904
5763,529,864,4,8,1956,1965,1206,2,1,6,0,2,Edwards,RM,1Fam,1Story,Gd,TA,CBlock,N,N,TA,207511
13023,3277,373,8,3,1961,1964,1992,2,1,10,2,3,OldTown,RL,1Fam,1Story,Gd,TA,PConc,Y,N,TA,654190
7196,3993,23,4,7,1968,1969,403,2,1,6,0,3,OldTown,FV,2fmCon,2Story,Ex,Ex,CBlock,N,N,TA,589656
12169,1481,305,5,7,1996,1976,1585,2,1,9,2,0,Somerst,RH,Duplex,1Story,Ex,Ex,PConc,Y,Y,Ex,350806
2732,730,373,4,7,2013,1965,1886,3,1,6,1,3,NAmes,FV,2fmCon,2Story,Ex,TA,BrkTil,N,N,Ex,259686
5976,3930,186,5,2,1974,2009,159,1,0,10,2,3,NAmes,RL,Duplex,1Story,Ex,TA,BrkTil,Y,N,Ex,587747
12009,1685,960,3,8,2020,1964,134,1,1,7,1,2,CollgCr,RM,Duplex,1.5Fin,Gd,TA,PConc,N,N,TA,276586
7659,3276,988,3,3,2008,1972,803,3,0,4,2,1,CollgCr,RL,Duplex,1.5Fin,Ex,TA,BrkTil,Y,Y,Ex,495801
3384,1751,639,8,8,1969,1983,1284,1,1,6,0,0,NAmes,RH,1Fam,1.5Fin,Gd,Ex,BrkTil,N,Y,Ex,409000
4124,1744,111,1,2,2002,1992,1662,1,1,7,2,0,NAmes,RH,1Fam,2Story,TA,TA,PConc,N,N,Ex,324696
8652,3293,492,3,8,1986,1959,383,2,1,6,1,1,CollgCr,FV,1Fam,1.5Fin,Ex,Ex,PConc,N,Y,Gd,463765
7283,1596,293,2,8,1987,1952,1857,1,1,8,0,3,Somerst,FV,Duplex,1Story,Gd,Ex,CBlock,N,Y,Gd,318842
9176,898,421,6,6,1970,1965,648,1,1,3,1,2,Somerst,RM,2fmCon,2Story,TA,Gd,CBlock,Y,N,Ex,265354
11390,594,148,8,5,2013,2016,281,3,0,6,2,2,Somerst,FV,2fmCon,2Story,TA,Ex,PConc,N,Y,Ex,207333
8605,2463,150,6,7,1996,1986,464,1,0,9,2,3,CollgCr,FV,2fmCon,1.5Fin,TA,TA,BrkTil,N,N,Gd,452105
7707,974,173,4,7,1998,2005,285,1,1,6,2,1,CollgCr,FV,2fmCon,1.5Fin,Gd,Gd,PConc,N,Y,TA,215260
4292,3666,196,3,2,1999,1995,260,2,1,8,2,0,CollgCr,RH,Duplex,1Story,Ex,TA,BrkTil,Y,N,Ex,509360
14409,2429,254,4,4,1951,1979,170,2,1,5,0,0,Edwards,RH,2fmCon,2Story,Gd,Gd,CBlock,Y,N,Gd,355993
10376,2278,413,8,6,1998,1981,1683,3,1,3,0,3,Edwards,FV,1Fam,2Story,Ex,Ex,PConc,Y,Y,TA,503962
14319,1274,167,9,5,2009,2018,1781,3,1,8,2,0,Edwards,RM,2fmCon,1.5Fin,Gd,Gd,PConc,N,Y,TA,395145
2997,1647,81,8,4,1958,1968,1777,1,0,11,0,2,OldTown,FV,1Fam,1Story,Ex,TA,PConc,N,N,Ex,438596
12178,3347,69,9,5,1971,2007,367,3,1,5,0,0,CollgCr,RM,1Fam,1.5Fin,TA,TA,BrkTil,N,Y,TA,558226
13001,2023,836,8,6,1972,2013,1861,3,0,9,1,0,Edwards,FV,Duplex,1.5Fin,Ex,TA,PConc,N,N,TA,436978
6664,3491,425,5,6,2003,1968,1159,3,1,10,1,2,CollgCr,RM,Duplex,1Story,Ex,Gd,PConc,N,N,TA,575584
4357,3570,401,5,2,2001,1951,1247,1,0,6,1,3,Edwards,RH,1Fam,1.5Fin,Gd,TA,CBlock,Y,N,Ex,577755
7491,1120,954,1,1,1991,2015,587,1,0,3,0,2,NAmes,FV,Duplex,1Story,Ex,TA,CBlock,N,Y,TA,186854
3679,3407,524,8,3,1999,1955,601,3,0,5,0,1,CollgCr,RL,2fmCon,2Story,Gd,TA,PConc,N,N,TA,579732
7715,1463,630,2,5,2018,2009,1211,3,1,11,2,1,NAmes,RH,1Fam,2Story,TA,TA,PConc,Y,Y,Gd,269929
13231,3619,211,6,1,2000,2010,275,2,0,5,0,0,NAmes,RL,Duplex,1Story,Gd,TA,CBlock,Y,Y,Ex,534116
6886,3360,101,6,1,1957,1963,1959,1,0,3,0,1,Edwards,RL,Duplex,2Story,Ex,TA,BrkTil,N,N,Ex,591666
9440,2642,788,4,2,1988,2013,871,3,1,9,0,1,CollgCr,FV,1Fam,1.5Fin,Ex,Gd,BrkTil,Y,N,Ex,433551
12703,2000,707,9,5,1972,1962,1740,3,1,5,0,1,OldTown,RH,1Fam,1Story,Ex,Gd,CBlock,Y,Y,TA,467484
8821,2580,588,3,7,2006,1957,343,1,0,5,0,0,OldTown,FV,2fmCon,1Story,Gd,Ex,CBlock,Y,N,Gd,354563
5527,3689,337,8,1,1991,1999,737,3,0,10,1,1,CollgCr,RH,1Fam,2Story,Gd,Ex,PConc,N,Y,Gd,625959
13218,3822,332,2,3,1967,1959,1863,3,0,6,0,2,Edwards,RH,2fmCon,1.5Fin,TA,Ex,CBlock,N,N,Ex,598043
8813,1826,204,5,4,1999,2013,271,1,0,5,2,3,OldTown,FV,1Fam,2Story,Ex,Gd,PConc,N,Y,Ex,332619
4745,621,486,6,7,2010,1987,660,2,1,5,2,2,OldTown,RL,Duplex,2Story,Gd,Ex,BrkTil,Y,Y,TA,210141
14365,717,228,2,2,1995,1988,1659,3,1,5,0,2,CollgCr,RM,2fmCon,1.5Fin,Gd,Ex,CBlock,Y,N,Gd,229913
12773,1576,188,7,8,1987,2020,499,2,1,8,0,2,CollgCr,FV,1Fam,1Story,Gd,TA,CBlock,Y,N,Ex,337046
14395,3697,98,5,6,1992,1980,758,2,1,6,1,0,Edwards,RM,Duplex,1.5Fin,Ex,Gd,PConc,N,Y,Ex,571965
13003,1682,933,4,2,1999,1998,953,2,1,4,1,0,Somerst,RM,1Fam,1Story,TA,TA,PConc,Y,Y,Gd,316115
